시도,시군구,폐기물 종류_대,폐기물 종류_중,폐기물 종류_소,2019년 발생량,총계_재활용,총계_소각,총계_매립,총계_기타,공공처리_재활용,공공처리_소각,공공처리_매립,공공처리_기타,자가처리_재활용,자가처리_소각,자가처리_매립,자가처리_기타,위탁처리_재활용,위탁처리_소각,위탁처리_매립,위탁처리_기타,YEAR
서울,용산구,종량제방식 등 혼합배출,가연성,폐지류,8.4,0,2.8,5.6,0,0,2.8,5.6,0,0,0,0,0,0,0,0,0,2019
서울,용산구,종량제방식 등 혼합배출,가연성,폐합성수지류,26.3,0,17.1,9.2,0,0,10.1,9.2,0,0,0,0,0,0,7,0,0,2019
서울,용산구,종량제방식 등 혼합배출,가연성,폐고무류,1.2,0,0.9,0.3,0,0,0.9,0.3,0,0,0,0,0,0,0,0,0,2019
서울,용산구,종량제방식 등 혼합배출,가연성,폐섬유류,4.5,0,4.2,0.3,0,0,4.2,0.3,0,0,0,0,0,0,0,0,0,2019
서울,용산구,종량제방식 등 혼합배출,가연성,음식물류 폐기물,7.5,0,6.9,0.6,0,0,6.9,0.6,0,0,0,0,0,0,0,0,0,2019
서울,용산구,종량제방식 등 혼합배출,가연성,폐목재류,7.8,0,1.6,0.2,6,0,1.6,0.2,0,0,0,0,0,0,0,0,6,2019
서울,용산구,종량제방식 등 혼합배출,가연성,기타,47.5,0,35.2,12.3,0,0,33.2,12.3,0,0,0,0,0,0,2,0,0,2019
서울,용산구,종량제방식 등 혼합배출,불연성,소계,2.3,0.9,0,1.4,0,0,0,1.4,0,0,0,0,0,0.9,0,0,0,2019
서울,용산구,종량제방식 등 혼합배출,불연성,폐금속류,0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,2019
서울,용산구,종량제방식 등 혼합배출,불연성,폐유리류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,용산구,종량제방식 등 혼합배출,불연성,폐토사류,1.3,0,0,1.3,0,0,0,1.3,0,0,0,0,0,0,0,0,0,2019
서울,용산구,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,용산구,종량제방식 등 혼합배출,불연성,연탄재,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2019
서울,용산구,종량제방식 등 혼합배출,불연성,기타,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,용산구,종량제방식 등 혼합배출,건설폐재류,EMPTY,1.4,0,0,1.4,0,0,0,0,0,0,0,0,0,0,0,1.4,0,2019
서울,용산구,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,소계,EMPTY,111.2,111.1,0.1,0,0,23.6,0,0,0,0,0,0,0,87.5,0.1,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐지류,종이팩,10.9,10.9,0,0,0,0.2,0,0,0,0,0,0,0,10.7,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐지류,기타,39.4,39.4,0,0,0,6.8,0,0,0,0,0,0,0,32.6,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,고철류,EMPTY,6,6,0,0,0,0.1,0,0,0,0,0,0,0,5.9,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,금속캔,EMPTY,2.3,2.3,0,0,0,1.1,0,0,0,0,0,0,0,1.2,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,4.4,4.4,0,0,0,3.4,0,0,0,0,0,0,0,1,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,0.6,0.6,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,2.6,2.6,0,0,0,2.6,0,0,0,0,0,0,0,0,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐합성수지류,기타,2.4,2.4,0,0,0,2.4,0,0,0,0,0,0,0,0,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,5.8,5.8,0,0,0,5.1,0,0,0,0,0,0,0,0.7,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐의류,EMPTY,2.1,2.1,0,0,0,0,0,0,0,0,0,0,0,2.1,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,3.2,3.2,0,0,0,0,0,0,0,0,0,0,0,3.2,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐형광등,EMPTY,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,0.9,0.9,0,0,0,0.4,0,0,0,0,0,0,0,0.5,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,4.1,4.1,0,0,0,0,0,0,0,0,0,0,0,4.1,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,기타,EMPTY,0.9,0.9,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,2019
서울,용산구,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,25.5,25.4,0.1,0,0,0,0,0,0,0,0,0,0,25.4,0.1,0,0,2019
서울,용산구,음식물류 폐기물 분리배출,EMPTY,EMPTY,66.9,66.9,0,0,0,0,0,0,0,0,0,0,0,66.9,0,0,0,2019
서울,성동구,합계,EMPTY,EMPTY,249.9,162.4,60.4,27.1,0,21.9,60.4,27.1,0,0,0,0,0,140.5,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,소계,EMPTY,87.5,0,60.4,27.1,0,0,60.4,27.1,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,가연성,소계,60.4,0,60.4,0,0,0,60.4,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,가연성,폐지류,17.2,0,17.2,0,0,0,17.2,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,가연성,폐합성수지류,11.2,0,11.2,0,0,0,11.2,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,가연성,폐고무류,0.4,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,가연성,폐섬유류,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,가연성,음식물류 폐기물,1.5,0,1.5,0,0,0,1.5,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,가연성,폐목재류,0.7,0,0.7,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,가연성,기타,28.4,0,28.4,0,0,0,28.4,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,불연성,소계,27.1,0,0,27.1,0,0,0,27.1,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,불연성,폐금속류,0.3,0,0,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,불연성,폐유리류,0.5,0,0,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,불연성,폐토사류,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,불연성,연탄재,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,불연성,기타,26.1,0,0,26.1,0,0,0,26.1,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,건설폐재류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,소계,EMPTY,91.3,91.3,0,0,0,21.9,0,0,0,0,0,0,0,69.4,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐지류,종이팩,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐지류,기타,32.5,32.5,0,0,0,2.5,0,0,0,0,0,0,0,30,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,고철류,EMPTY,0.3,0.3,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,금속캔,EMPTY,5.6,5.6,0,0,0,1.4,0,0,0,0,0,0,0,4.2,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,4.6,4.6,0,0,0,4.4,0,0,0,0,0,0,0,0.2,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,0.5,0.5,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,5.8,5.8,0,0,0,2.8,0,0,0,0,0,0,0,3,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐합성수지류,기타,1.8,1.8,0,0,0,1.8,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,8.1,8.1,0,0,0,3.6,0,0,0,0,0,0,0,4.5,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐의류,EMPTY,0.1,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,3.7,3.7,0,0,0,3.7,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐형광등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,0.6,0.6,0,0,0,0.5,0,0,0,0,0,0,0,0.1,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,기타,EMPTY,0.2,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,2019
서울,성동구,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,27.4,27.4,0,0,0,0,0,0,0,0,0,0,0,27.4,0,0,0,2019
서울,성동구,음식물류 폐기물 분리배출,EMPTY,EMPTY,71.1,71.1,0,0,0,0,0,0,0,0,0,0,0,71.1,0,0,0,2019
서울,광진구,합계,EMPTY,EMPTY,299.4,220.2,58,21.2,0,0,0,0,0,0,0,0,0,220.2,58,21.2,0,2019
서울,광진구,종량제방식 등 혼합배출,소계,EMPTY,79.2,0,58,21.2,0,0,0,0,0,0,0,0,0,0,58,21.2,0,2019
서울,광진구,종량제방식 등 혼합배출,가연성,소계,61.8,0,52.4,9.4,0,0,0,0,0,0,0,0,0,0,52.4,9.4,0,2019
서울,광진구,종량제방식 등 혼합배출,가연성,폐지류,16.8,0,14.7,2.1,0,0,0,0,0,0,0,0,0,0,14.7,2.1,0,2019
서울,광진구,종량제방식 등 혼합배출,가연성,폐합성수지류,12.4,0,10.8,1.6,0,0,0,0,0,0,0,0,0,0,10.8,1.6,0,2019
서울,광진구,종량제방식 등 혼합배출,가연성,폐고무류,3.7,0,2.9,0.8,0,0,0,0,0,0,0,0,0,0,2.9,0.8,0,2019
서울,광진구,종량제방식 등 혼합배출,가연성,폐섬유류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,광진구,종량제방식 등 혼합배출,가연성,음식물류 폐기물,9.1,0,7.5,1.6,0,0,0,0,0,0,0,0,0,0,7.5,1.6,0,2019
서울,광진구,종량제방식 등 혼합배출,가연성,폐목재류,5,0,3.9,1.1,0,0,0,0,0,0,0,0,0,0,3.9,1.1,0,2019
서울,광진구,종량제방식 등 혼합배출,가연성,기타,14.8,0,12.6,2.2,0,0,0,0,0,0,0,0,0,0,12.6,2.2,0,2019
서울,광진구,종량제방식 등 혼합배출,불연성,소계,17.4,0,5.6,11.8,0,0,0,0,0,0,0,0,0,0,5.6,11.8,0,2019
서울,광진구,종량제방식 등 혼합배출,불연성,폐금속류,1.7,0,1,0.7,0,0,0,0,0,0,0,0,0,0,1,0.7,0,2019
서울,광진구,종량제방식 등 혼합배출,불연성,폐유리류,1.9,0,1.1,0.8,0,0,0,0,0,0,0,0,0,0,1.1,0.8,0,2019
서울,광진구,종량제방식 등 혼합배출,불연성,폐토사류,1.9,0,1.1,0.8,0,0,0,0,0,0,0,0,0,0,1.1,0.8,0,2019
서울,광진구,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,광진구,종량제방식 등 혼합배출,불연성,연탄재,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,광진구,종량제방식 등 혼합배출,불연성,기타,11.9,0,2.4,9.5,0,0,0,0,0,0,0,0,0,0,2.4,9.5,0,2019
서울,광진구,종량제방식 등 혼합배출,건설폐재류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,광진구,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,소계,EMPTY,133.2,133.2,0,0,0,0,0,0,0,0,0,0,0,133.2,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐지류,종이팩,68,68,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐지류,기타,3.4,3.4,0,0,0,0,0,0,0,0,0,0,0,3.4,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,고철류,EMPTY,0.4,0.4,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,금속캔,EMPTY,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,15.7,15.7,0,0,0,0,0,0,0,0,0,0,0,15.7,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,2.8,2.8,0,0,0,0,0,0,0,0,0,0,0,2.8,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,2.9,2.9,0,0,0,0,0,0,0,0,0,0,0,2.9,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐합성수지류,기타,0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,4.8,4.8,0,0,0,0,0,0,0,0,0,0,0,4.8,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐의류,EMPTY,1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,1.6,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐형광등,EMPTY,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,1.3,1.3,0,0,0,0,0,0,0,0,0,0,0,1.3,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,0.8,0.8,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,14,14,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,기타,EMPTY,0.1,0.1,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2019
서울,광진구,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,15.6,15.6,0,0,0,0,0,0,0,0,0,0,0,15.6,0,0,0,2019
서울,광진구,음식물류 폐기물 분리배출,EMPTY,EMPTY,87,87,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,2019
서울,동대문구,합계,EMPTY,EMPTY,395.9,287.3,89.1,19.5,0,99.3,89.1,19.5,0,0,0,0,0,188,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,소계,EMPTY,108.6,0,89.1,19.5,0,0,89.1,19.5,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,가연성,소계,101.7,0,89.1,12.6,0,0,89.1,12.6,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,가연성,폐지류,23.3,0,19.4,3.9,0,0,19.4,3.9,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,가연성,폐합성수지류,22.2,0,17.6,4.6,0,0,17.6,4.6,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,가연성,폐고무류,1.9,0,1.5,0.4,0,0,1.5,0.4,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,가연성,폐섬유류,5.3,0,4.9,0.4,0,0,4.9,0.4,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,가연성,음식물류 폐기물,7,0,6.7,0.3,0,0,6.7,0.3,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,가연성,폐목재류,2.8,0,2.5,0.3,0,0,2.5,0.3,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,가연성,기타,39.2,0,36.5,2.7,0,0,36.5,2.7,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,불연성,소계,6.9,0,0,6.9,0,0,0,6.9,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,불연성,폐금속류,0.2,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,불연성,폐유리류,0.4,0,0,0.4,0,0,0,0.4,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,불연성,폐토사류,0.1,0,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0.2,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,불연성,연탄재,1.1,0,0,1.1,0,0,0,1.1,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,불연성,기타,4.9,0,0,4.9,0,0,0,4.9,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,건설폐재류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,종량제방식 등 혼합배출,기타(배출불명등,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,소계,EMPTY,199.3,199.3,0,0,0,25.9,0,0,0,0,0,0,0,173.4,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐지류,종이팩,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐지류,기타,69,69,0,0,0,1,0,0,0,0,0,0,0,68,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,고철류,EMPTY,9.6,9.6,0,0,0,0,0,0,0,0,0,0,0,9.6,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,금속캔,EMPTY,2.7,2.7,0,0,0,0.7,0,0,0,0,0,0,0,2,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐합성수지류,비닐류,26,26,0,0,0,14,0,0,0,0,0,0,0,12,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐합성수지류,발포수지류,9.8,9.8,0,0,0,0.6,0,0,0,0,0,0,0,9.2,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐합성수지류,PET병,1.7,1.7,0,0,0,1.7,0,0,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐합성수지류,기타,33.4,33.4,0,0,0,1.4,0,0,0,0,0,0,0,32,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐고무류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐유리병류,EMPTY,18.5,18.5,0,0,0,6.5,0,0,0,0,0,0,0,12,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐의류,EMPTY,8,8,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐섬유류,EMPTY,0.5,0.5,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐형광등,EMPTY,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐전지류,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,영농폐기물,농약용기류,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,영농폐기물,폐비닐,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐식용유,EMPTY,0.3,0.3,0,0,0,0,0,0,0,0,0,0,0,0.3,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐전기전자제품,EMPTY,1.5,1.5,0,0,0,0,0,0,0,0,0,0,0,1.5,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,폐가구류,EMPTY,11.7,11.7,0,0,0,0,0,0,0,0,0,0,0,11.7,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,기타,EMPTY,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2019
서울,동대문구,재활용 _가능자원_ 분리배출,재활용 잔재물,EMPTY,6.4,6.4,0,0,0,0,0,0,0,0,0,0,0,6.4,0,0,0,2019
서울,동대문구,음식물류 폐기물 분리배출,EMPTY,EMPTY,88,88,0,0,0,73.4,0,0,0,0,0,0,0,14.6,0,0,0,2019
서울,중랑구,합계,EMPTY,EMPTY,319.4,213.2,88.6,17.3,0.3,35.8,80.1,17.3,0,0,0,0,0,177.4,8.5,0,0.3,2019
서울,중랑구,종량제방식 등 혼합배출,소계,EMPTY,106.2,0,88.6,17.3,0.3,0,80.1,17.3,0,0,0,0,0,0,8.5,0,0.3,2019
서울,중랑구,종량제방식 등 혼합배출,가연성,소계,99.8,0,83.4,16.1,0.3,0,74.9,16.1,0,0,0,0,0,0,8.5,0,0.3,2019
서울,중랑구,종량제방식 등 혼합배출,가연성,폐지류,30.9,0,25.4,5.5,0,0,25.4,5.5,0,0,0,0,0,0,0,0,0,2019
서울,중랑구,종량제방식 등 혼합배출,가연성,폐합성수지류,26.9,0,23.4,3.2,0.3,0,14.9,3.2,0,0,0,0,0,0,8.5,0,0.3,2019
서울,중랑구,종량제방식 등 혼합배출,가연성,폐고무류,0.8,0,0.7,0.1,0,0,0.7,0.1,0,0,0,0,0,0,0,0,0,2019
서울,중랑구,종량제방식 등 혼합배출,가연성,폐섬유류,1.7,0,1.4,0.3,0,0,1.4,0.3,0,0,0,0,0,0,0,0,0,2019
서울,중랑구,종량제방식 등 혼합배출,가연성,음식물류 폐기물,2.3,0,1.9,0.4,0,0,1.9,0.4,0,0,0,0,0,0,0,0,0,2019
서울,중랑구,종량제방식 등 혼합배출,가연성,폐목재류,1.1,0,0.9,0.2,0,0,0.9,0.2,0,0,0,0,0,0,0,0,0,2019
서울,중랑구,종량제방식 등 혼합배출,가연성,기타,36.1,0,29.7,6.4,0,0,29.7,6.4,0,0,0,0,0,0,0,0,0,2019
서울,중랑구,종량제방식 등 혼합배출,불연성,소계,6.4,0,5.2,1.2,0,0,5.2,1.2,0,0,0,0,0,0,0,0,0,2019
서울,중랑구,종량제방식 등 혼합배출,불연성,폐금속류,1,0,0.8,0.2,0,0,0.8,0.2,0,0,0,0,0,0,0,0,0,2019
서울,중랑구,종량제방식 등 혼합배출,불연성,폐유리류,1.9,0,1.6,0.3,0,0,1.6,0.3,0,0,0,0,0,0,0,0,0,2019
서울,중랑구,종량제방식 등 혼합배출,불연성,폐토사류,0.4,0,0.3,0.1,0,0,0.3,0.1,0,0,0,0,0,0,0,0,0,2019
서울,중랑구,종량제방식 등 혼합배출,불연성,폐타일 및 도자기류,0.5,0,0.4,0.1,0,0,0.4,0.1,0,0,0,0,0,0,0,0,0,2019
